Complaint,Complaint_Clean,Category,Urgency,Complaint_Clean_Banglish
Package delivered to vacant vacation home,Package delivered to vacant vacation home,Shipping,High,Package vacant vacation home-e deliver hoyeche
Address change required notarized letter,Address change required notarized letter,Shipping,Immediate,Address change korar jonno notarized letter lagtese
Carrier delivered to wrong church office,Carrier delivered to wrong church office,Shipping,High,Carrier vul church office-e deliver koreche
Shipping insurance didn't cover damage,Shipping insurance didn't cover damage,Shipping,Medium,Shipping insurance damage cover koreni
Package left at community mailbox illegally,Package left at community mailbox illegally,Shipping,High,Package illegally community mailbox-e rekhe geche
Address system auto-changed correct input,Address system auto-changed correct input,Shipping,Immediate,Address system sothik input auto-change kore diyeche
Carrier delivered to wrong hospital department,Carrier delivered to wrong hospital department,Shipping,High,Carrier vul hospital department-e deliver koreche
Shipping label had illegible barcode,Shipping label had illegible barcode,Shipping,Medium,Shipping label-er barcode pora jacchilo na
Package routing skipped nearest facility,Package routing skipped nearest facility,Shipping,High,Package routing shobcheye kachher facility skip koreche
Address verification failed for new development,Address verification failed for new development,Shipping,Immediate,New development-er jonno address verification fail koreche
Carrier left package at wrong school office,Carrier left package at wrong school office,Shipping,High,Carrier vul school office-e package rekhe geche
Shipping method unavailable for gift orders,Shipping method unavailable for gift orders,Shipping,Medium,Gift orders-er jonno shipping method unavailable chilo
Package delivered to demolished address,Package delivered to demolished address,Shipping,High,Demolished address-e package deliver hoyeche
Gift message not included as requested,Gift message not included as requested,Special Requests,Medium,Jemon bola hoyechilo temon gift message deya hoyni
Delivery instructions completely ignored,Delivery instructions completely ignored,Special Requests,High,Delivery instructions ekdom ignore kora hoyeche
Personalization misspelled customer's name,Personalization misspelled customer's name,Special Requests,Immediate,Personalization-e customer-er nam বানান vul hoyeche
Gift packaging option was unavailable at checkout,Gift packaging option was unavailable at checkout,Special Requests,Medium,Checkout-er shomoy gift packaging option chilo na
Driver left package despite 'do not leave' instructions,Driver left package despite 'do not leave' instructions,Special Requests,High,'Do not leave' instruction thaka sotteo driver package rekhe geche
Custom engraving had wrong date format,Custom engraving had wrong date format,Special Requests,Immediate,Custom engraving-e vul date format chilo
Requested gift receipt was missing,Requested gift receipt was missing,Special Requests,Medium,Jeta cheyechilam shei gift receipt chilo na
Delivery came on restricted date,Delivery came on restricted date,Special Requests,High,Restricted date-e delivery chole asheche
Handwritten note was typed instead,Handwritten note was typed instead,Special Requests,Low,Handwritten note-er jaygay typed note deya hoyeche
Signature required ignored for alcohol delivery,Signature required ignored for alcohol delivery,Special Requests,Immediate,Alcohol delivery-te signature required chilo kintu ignore kora hoyeche
Gift message printed on invoice instead of card,Gift message printed on invoice instead of card,Special Requests,Medium,Card-er bodole invoice-er upor gift message print kora hoyeche
'Leave at back door' instruction not followed,'Leave at back door' instruction not followed,Special Requests,High,'Leave at back door' instruction follow kora hoyni
Monogram was upside down,Monogram was upside down,Special Requests,Immediate,Monogram ulta chilo
Gift wrapping added creases to product,Gift wrapping added creases to product,Special Requests,Medium,Gift wrapping-er karone product-e crease pore geche
Delivery arrived before requested date,Delivery arrived before requested date,Special Requests,High,Requested date-er age delivery chole asheche
Custom color request was substituted,Custom color request was substituted,Special Requests,Low,Custom color request-er bodole onno color deya hoyeche
Requested call before delivery never came,Requested call before delivery never came,Special Requests,Immediate,Delivery-r age call korar jonno bolechilam kintu keu call koreni
Gift note paper quality was poor,Gift note paper quality was poor,Special Requests,Medium,Gift note paper-er quality kharap chilo
Delivery left with wrong apartment neighbor,Delivery left with wrong apartment neighbor,Special Requests,High,Delivery vul apartment neighbor-er kachhe rekhe geche
Personalized message cut off mid-sentence,Personalized message cut off mid-sentence,Special Requests,Immediate,Personalized message majhpothe kete geche
Gift option added unexpected charges,Gift option added unexpected charges,Special Requests,Medium,Gift option add korar karone unexpected charges ashche
'Fragile' stickers were missing,'Fragile' stickers were missing,Special Requests,High,'Fragile' stickers chilo na
Custom sizing request was ignored,Custom sizing request was ignored,Special Requests,Low,Custom sizing er request ignore kora hoise
Delivery came during requested blackout hours,Delivery came during requested blackout hours,Special Requests,Immediate,Request kora blackout hours er shomoy delivery chole ashe
Hand-painted detail was sloppy,Hand-painted detail was sloppy,Special Requests,Medium,Hand-painted detail kharap chilo
Gift message contained typos,Gift message contained typos,Special Requests,High,Gift message e typos chilo
Driver rang bell despite 'do not disturb' note,Driver rang bell despite 'do not disturb' note,Special Requests,Immediate,'Do not disturb' note thaka shottew shobdo kore driver bell bajase
Custom embroidery had wrong thread color,Custom embroidery had wrong thread color,Special Requests,Medium,Custom embroidery te bhul thread color chilo
Requested eco-friendly packaging was plastic,Requested eco-friendly packaging was plastic,Special Requests,High,Request kora eco-friendly packaging plastic chilo
Delivery left in plain view despite instructions,Delivery left in plain view despite instructions,Special Requests,Low,Instructions thaka shottew shobar samne delivery fele gese
Personalized dates were formatted wrong,Personalized dates were formatted wrong,Special Requests,Immediate,Personalized dates gulo bhul format e chilo
Gift receipt showed original price,Gift receipt showed original price,Special Requests,Medium,Gift receipt e original price dekhaise
